1,C01_S01_1_1_0.mp4,1,133,46,0
2,C01_S01_1_1_3.mp4,1,133,46,3
3,C01_S01_1_1_6.mp4,1,133,46,6
4,C01_S01_1_1_9.mp4,1,133,46,9
5,C01_S01_1_2_0.mp4,1,133,20,0
6,C01_S01_1_2_3.mp4,1,133,20,3
7,C01_S01_1_2_6.mp4,1,133,20,6
8,C01_S01_1_2_9.mp4,1,133,20,9
9,C01_S01_1_3_0.mp4,1,127,20,0
10,C01_S01_1_3_3.mp4,1,127,20,3
11,C01_S01_1_3_6.mp4,1,127,20,6
12,C01_S01_1_3_9.mp4,1,127,20,9
13,C01_S01_1_4_0.mp4,1,127,20,0
14,C01_S01_1_4_3.mp4,1,127,20,3
15,C01_S01_1_4_6.mp4,1,127,20,6
16,C01_S01_1_4_9.mp4,1,127,20,9
17,C01_S01_1_5_0.mp4,1,127,25,0
18,C01_S01_1_5_3.mp4,1,127,25,3
19,C01_S01_1_5_6.mp4,1,127,25,6
20,C01_S01_1_5_9.mp4,1,127,25,9
21,C01_S01_2_1_0.mp4,1,90,20,0
22,C01_S01_2_1_3.mp4,1,90,20,3
23,C01_S01_2_1_6.mp4,1,90,20,6
24,C01_S01_2_1_9.mp4,1,90,20,9
25,C01_S01_2_2_0.mp4,1,76,20,0
26,C01_S01_2_2_3.mp4,1,76,20,3
27,C01_S01_2_2_6.mp4,1,76,20,6
28,C01_S01_2_2_9.mp4,1,76,20,9
29,C01_S01_2_3_0.mp4,1,80,10,0
30,C01_S01_2_3_3.mp4,1,80,10,3
31,C01_S01_2_3_6.mp4,1,80,10,6
32,C01_S01_2_3_9.mp4,1,80,10,9
33,C01_S01_2_4_0.mp4,1,83,7,0
34,C01_S01_2_4_3.mp4,1,83,7,3
35,C01_S01_2_4_6.mp4,1,83,7,6
36,C01_S01_2_4_9.mp4,1,83,7,9
37,C01_S01_2_5_0.mp4,1,80,5,0
38,C01_S01_2_5_3.mp4,1,80,5,3
39,C01_S01_2_5_6.mp4,1,80,5,6
40,C01_S01_2_5_9.mp4,1,80,5,9
41,C01_S01_3_1_0.mp4,1,10,10,0
42,C01_S01_3_1_3.mp4,1,10,10,3
43,C01_S01_3_1_6.mp4,1,10,10,6
44,C01_S01_3_1_9.mp4,1,10,10,9
45,C01_S01_3_2_0.mp4,1,30,10,0
46,C01_S01_3_2_3.mp4,1,30,10,3
47,C01_S01_3_2_6.mp4,1,30,10,6
48,C01_S01_3_2_9.mp4,1,30,10,9
49,C01_S01_3_3_0.mp4,1,40,10,0
50,C01_S01_3_3_3.mp4,1,40,10,3
51,C01_S01_3_3_6.mp4,1,40,10,6
52,C01_S01_3_3_9.mp4,1,40,10,9
53,C01_S01_3_4_0.mp4,1,38,10,0
54,C01_S01_3_4_3.mp4,1,38,10,3
55,C01_S01_3_4_6.mp4,1,38,10,6
56,C01_S01_3_4_9.mp4,1,38,10,9
57,C01_S01_3_5_0.mp4,1,35,10,0
58,C01_S01_3_5_3.mp4,1,35,10,3
59,C01_S01_3_5_6.mp4,1,35,10,6
60,C01_S01_3_5_9.mp4,1,35,10,9
61,C01_S01_3_6_0.mp4,1,38,15,0
62,C01_S01_3_6_3.mp4,1,38,15,3
63,C01_S01_3_6_6.mp4,1,38,15,6
64,C01_S01_3_6_9.mp4,1,38,15,9
65,C01_S02_1_1_0.mp4,2,142,20,0
66,C01_S02_1_1_3.mp4,2,142,20,3
67,C01_S02_1_1_6.mp4,2,142,20,6
68,C01_S02_1_1_9.mp4,2,142,20,9
69,C01_S02_1_2_0.mp4,2,148,5,0
