1,1,79.02,38.9,78.4875,66.3055555555556,65.3125,88.5416666666667,17.1666666666667,9.29333333333333,34.8833333333333,76.5666666666667,493.181296307693,577.094244037617,872.832058054028,627.399887895722,1141.15726616152,79.02,493.181296307693,528.85818052381,33.6168912780108,214.998622197636,141.31025012987,123.065825064103,295.80374323049,657.722741251596,601.041679784946,605.941378125,2.06,6.97,20.93,1169.25241008547,1173.90808448718,1216.00909105263
1,25,89,55.4166666666667,83.75,72.0833333333333,92.7083333333333,95.3125,66.6666666666667,45.3333333333333,48.3333333333333,88.3333333333333,421.772271118012,520.245485294118,693.342021052631,528.444363016974,955.069358974359,89,421.772271118012,419.632002398082,22.7780978505802,149.592500257927,74.9370661231883,45.4119900362318,143.385989583333,551.54003125,514.059885080645,525.130290322581,9,34,29,952.148971428571,934.593076923077,955.218594594595
1,50,94,62.5,85.8333333333333,75.6944444444444,96.875,97.9166666666667,75,57.3333333333333,58.3333333333333,93.3333333333333,393.244471428571,487.873862804878,611.377956043956,483.446403395586,832.117434540644,94,393.244471428571,361.726836980814,19.3566104568961,115.725772188439,42.3195749341239,14.3621727955015,95.5237515456991,502.743309979839,465.711849798387,477.883777073733,17,43,35,815.411005147059,828.469575,834.115654279279
1,75,97,72.0833333333333,87.5,78.0555555555556,98.9583333333333,98.9583333333333,80.5555555555556,66.6666666666667,68.3333333333333,95.8333333333333,364.188053571429,458.956262295082,553.252257039835,439.253857949561,717.614256410257,97,364.188053571429,287.252905982906,17.3803487766269,78.6191579214271,14.4215737812912,-10.4945588768116,65.3184406250001,459.20709375,420.66703125,429.731359375,26.25,50,41,710.327666666667,713.909575757576,739.589717948718
1,99,100,82.95,95.175,87.0777777777778,100,100,89.5208333333333,89.3333333333333,85,99.2666666666667,319.682391496894,345.578415943563,419.087839472534,376.782898717105,571.253430277693,100,319.682391496894,112.296084330484,12.9554938905111,9.47634715962241,-75.6606650233101,-92.5236118939395,4.46245451612908,380.8528525,368.7623325,362.157866774194,51.97,67,69.07,582.83064122807,555.074633157895,572.882008428571
2,1,93.15,76.7166666666667,75,64.2478632478633,91.6666666666667,97.0520833333334,38.3333333333333,43.4,63.5833333333333,83.5166666666667,409.840827909088,638.323226056526,662.17237221054,468.821560857218,695.285894939619,93.15,409.840827909088,424.823559497725,39.1173233167693,218.233233146876,82.4430125942373,80.4247250748703,166.092265808683,486.481185897381,468.851496190441,459.219044442302,4.6,45.57,38.15,717.128082277422,693.752472436619,707.132804380803
2,25,97,81.875,83.3333333333333,73.3882783882784,95.8333333333333,99.21875,75,61.9047619047619,75.4166666666667,92.2916666666667,341.720361071443,506.976417476045,551.616122590638,401.154578115287,590.48867121917,97,341.720361071443,331.597760986144,25.2635060891044,125.96681836107,32.7309416667655,21.4605541623314,105.440419911937,423.151949218742,390.874818730722,392.934385923354,17,65,48,586.308594990877,592.655522298082,590.31638268453
2,50,99,83.75,85,78.5103785103785,97.9166666666667,100,83.3333333333333,73.3333333333333,80,95,322.318935713598,440.572688859356,507.088870313183,356.465373993463,540.803043860043,99,322.318935713598,302.351951245139,20.9445028066275,85.7508783057941,6.70976574012393,5.5407683874173,86.6177660167058,365.819256287068,346.496465624966,355.619416114003,29,77,52,547.876522499973,547.136940540551,543.561772223459
2,75,100,86.25,87.5,81.3888888888889,98.9583333333333,100,85.4166666666667,82.8571428571429,84.375,96.875,306.710513571618,411.110766082514,478.765788002183,333.169676774246,504.112140630262,100,306.710513571618,281.877567999779,18.2484682256882,70.381824314536,-7.47389208561101,-11.8251041667085,66.0780656326097,342.379530103904,325.939703128597,330.758200776472,42,87,75,506.028151944526,493.774193123367,500.663958322548
2,99,100,88.3083333333333,96.2416666666667,89.3277777777778,100,100,93.3333333333333,94.152380952381,88.2916666666667,99.1666666666667,278.902949083962,342.615810218822,420.366827465958,291.501419244358,464.635858228128,100,278.902949083962,236.144106453325,11.9162539123096,14.6784354297111,-71.2392550777533,-63.5981884885974,11.677631370925,300.433370863148,276.77235674901,289.52013972067,82.8,98.86,129.7,467.511182772242,447.45290402465,453.918762941321
