1,C01_S01_1_1_0.mp4,1,133,46,0,C01
2,C01_S01_1_1_3.mp4,1,133,46,3,C01
3,C01_S01_1_1_6.mp4,1,133,46,6,C01
4,C01_S01_1_1_9.mp4,1,133,46,9,C01
5,C01_S01_1_2_0.mp4,1,133,20,0,C01
6,C01_S01_1_2_3.mp4,1,133,20,3,C01
7,C01_S01_1_2_6.mp4,1,133,20,6,C01
8,C01_S01_1_2_9.mp4,1,133,20,9,C01
9,C01_S01_1_3_0.mp4,1,127,20,0,C01
10,C01_S01_1_3_3.mp4,1,127,20,3,C01
11,C01_S01_1_3_6.mp4,1,127,20,6,C01
12,C01_S01_1_3_9.mp4,1,127,20,9,C01
13,C01_S01_1_4_0.mp4,1,127,20,0,C01
14,C01_S01_1_4_3.mp4,1,127,20,3,C01
15,C01_S01_1_4_6.mp4,1,127,20,6,C01
16,C01_S01_1_4_9.mp4,1,127,20,9,C01
17,C01_S01_1_5_0.mp4,1,127,25,0,C01
18,C01_S01_1_5_3.mp4,1,127,25,3,C01
19,C01_S01_1_5_6.mp4,1,127,25,6,C01
20,C01_S01_1_5_9.mp4,1,127,25,9,C01
21,C01_S01_2_1_0.mp4,1,90,20,0,C01
22,C01_S01_2_1_3.mp4,1,90,20,3,C01
23,C01_S01_2_1_6.mp4,1,90,20,6,C01
24,C01_S01_2_1_9.mp4,1,90,20,9,C01
25,C01_S01_2_2_0.mp4,1,76,20,0,C01
26,C01_S01_2_2_3.mp4,1,76,20,3,C01
27,C01_S01_2_2_6.mp4,1,76,20,6,C01
28,C01_S01_2_2_9.mp4,1,76,20,9,C01
29,C01_S01_2_3_0.mp4,1,80,10,0,C01
30,C01_S01_2_3_3.mp4,1,80,10,3,C01
31,C01_S01_2_3_6.mp4,1,80,10,6,C01
32,C01_S01_2_3_9.mp4,1,80,10,9,C01
33,C01_S01_2_4_0.mp4,1,83,7,0,C01
34,C01_S01_2_4_3.mp4,1,83,7,3,C01
35,C01_S01_2_4_6.mp4,1,83,7,6,C01
36,C01_S01_2_4_9.mp4,1,83,7,9,C01
37,C01_S01_2_5_0.mp4,1,80,5,0,C01
38,C01_S01_2_5_3.mp4,1,80,5,3,C01
39,C01_S01_2_5_6.mp4,1,80,5,6,C01
40,C01_S01_2_5_9.mp4,1,80,5,9,C01
41,C01_S01_3_1_0.mp4,1,10,10,0,C01
42,C01_S01_3_1_3.mp4,1,10,10,3,C01
43,C01_S01_3_1_6.mp4,1,10,10,6,C01
44,C01_S01_3_1_9.mp4,1,10,10,9,C01
45,C01_S01_3_2_0.mp4,1,30,10,0,C01
46,C01_S01_3_2_3.mp4,1,30,10,3,C01
47,C01_S01_3_2_6.mp4,1,30,10,6,C01
48,C01_S01_3_2_9.mp4,1,30,10,9,C01
49,C01_S01_3_3_0.mp4,1,40,10,0,C01
50,C01_S01_3_3_3.mp4,1,40,10,3,C01
51,C01_S01_3_3_6.mp4,1,40,10,6,C01
52,C01_S01_3_3_9.mp4,1,40,10,9,C01
53,C01_S01_3_4_0.mp4,1,38,10,0,C01
54,C01_S01_3_4_3.mp4,1,38,10,3,C01
55,C01_S01_3_4_6.mp4,1,38,10,6,C01
56,C01_S01_3_4_9.mp4,1,38,10,9,C01
57,C01_S01_3_5_0.mp4,1,35,10,0,C01
58,C01_S01_3_5_3.mp4,1,35,10,3,C01
59,C01_S01_3_5_6.mp4,1,35,10,6,C01
60,C01_S01_3_5_9.mp4,1,35,10,9,C01
61,C01_S01_3_6_0.mp4,1,38,15,0,C01
62,C01_S01_3_6_3.mp4,1,38,15,3,C01
63,C01_S01_3_6_6.mp4,1,38,15,6,C01
64,C01_S01_3_6_9.mp4,1,38,15,9,C01
65,C01_S02_1_1_0.mp4,2,142,20,0,C01
66,C01_S02_1_1_3.mp4,2,142,20,3,C01
67,C01_S02_1_1_6.mp4,2,142,20,6,C01
68,C01_S02_1_1_9.mp4,2,142,20,9,C01
69,C01_S02_1_2_0.mp4,2,148,5,0,C01
70,C01_S02_1_2_3.mp4,2,148,5,3,C01
71,C01_S02_1_2_6.mp4,2,148,5,6,C01
72,C01_S02_1_2_9.mp4,2,148,5,9,C01
73,C01_S02_1_3_0.mp4,2,138,69,0,C01
74,C01_S02_1_3_3.mp4,2,138,69,3,C01
75,C01_S02_1_3_6.mp4,2,138,69,6,C01
76,C01_S02_1_3_9.mp4,2,138,69,9,C01
77,C01_S02_1_4_0.mp4,2,137,15,0,C01
78,C01_S02_1_4_3.mp4,2,137,15,3,C01
79,C01_S02_1_4_6.mp4,2,137,15,6,C01
80,C01_S02_1_4_9.mp4,2,137,15,9,C01
81,C01_S02_1_6_0.mp4,2,142,20,0,C01
82,C01_S02_1_6_3.mp4,2,142,20,3,C01
83,C01_S02_1_6_6.mp4,2,142,20,6,C01
84,C01_S02_1_6_9.mp4,2,142,20,9,C01
85,C01_S02_2_2_0.mp4,2,80,10,0,C01
86,C01_S02_2_2_3.mp4,2,80,10,3,C01
87,C01_S02_2_2_6.mp4,2,80,10,6,C01
88,C01_S02_2_2_9.mp4,2,80,10,9,C01
89,C01_S02_2_3_0.mp4,2,75,7,0,C01
90,C01_S02_2_3_3.mp4,2,75,7,3,C01
91,C01_S02_2_3_6.mp4,2,75,7,6,C01
92,C01_S02_2_3_9.mp4,2,75,7,9,C01
93,C01_S02_2_4_0.mp4,2,77,46,0,C01
94,C01_S02_2_4_3.mp4,2,77,46,3,C01
95,C01_S02_2_4_6.mp4,2,77,46,6,C01
96,C01_S02_2_4_9.mp4,2,77,46,9,C01
97,C01_S02_2_5_0.mp4,2,78,10,0,C01
98,C01_S02_2_5_3.mp4,2,78,10,3,C01
99,C01_S02_2_5_6.mp4,2,78,10,6,C01
100,C01_S02_2_5_9.mp4,2,78,10,9,C01
101,C01_S02_3_2_0.mp4,2,82,15,0,C01
102,C01_S02_3_2_3.mp4,2,82,15,3,C01
103,C01_S02_3_2_6.mp4,2,82,15,6,C01
104,C01_S02_3_2_9.mp4,2,82,15,9,C01
105,C01_S02_3_3_0.mp4,2,75,5,0,C01
106,C01_S02_3_3_3.mp4,2,75,5,3,C01
107,C01_S02_3_3_6.mp4,2,75,5,6,C01
108,C01_S02_3_3_9.mp4,2,75,5,9,C01
109,C01_S02_3_5_0.mp4,2,76,20,0,C01
110,C01_S02_3_5_3.mp4,2,76,20,3,C01
111,C01_S02_3_5_6.mp4,2,76,20,6,C01
112,C01_S02_3_5_9.mp4,2,76,20,9,C01
113,C01_S02_3_6_0.mp4,2,75,7,0,C01
114,C01_S02_3_6_3.mp4,2,75,7,3,C01
115,C01_S02_3_6_6.mp4,2,75,7,6,C01
116,C01_S02_3_6_9.mp4,2,75,7,9,C01
117,C01_S02_4_1_0.mp4,2,142,91,0,C01
118,C01_S02_4_1_3.mp4,2,142,91,3,C01
